0, -0.475
1, -0.155
2, 0.37142855
3, 0.51153845
4, 0.51153845
5, 0.4409091
6, 0.44285712
7, 0.49999997
8, 0.4142857
9, 0.44062495
10, 0.33214283
11, 0.38750002
12, 0.3727273
13, 0.39499998
14, 0.50454545
15, 0.37222224
16, 0.41250002
17, 0.3923077
18, 0.19444445
19, 0.31666666
20, 0.40454543
21, 0.23124999
22, 0.5375
23, 0.46071425
24, 0.4181818
25, 0.37272727
26, 0.4
27, 0.45416665
28, 0.41111112
29, 0.5363636
30, 0.5363636
31, 0.48055547
32, 0.3642857
33, 0.39999998
34, 0.40500003
35, 0.325
36, 0.39583334
37, 0.4454545
38, 0.5111111
39, 0.7
40, 0.6999999
41, 0.43181813
42, 0.35454544
43, 0.54090905
44, 0.57
45, 0.515
46, 0.48333338
47, 0.4681818
48, 0.44545457
49, 0.525
50, 0.52
51, 0.32916668
52, 0.35909092
53, 0.4125
54, 0.4558823
55, 0.35909092
56, 0.3590909
57, 0.5849999
58, 0.51153845
59, 0.42222223
60, 0.4555556
61, 0.4076923
62, 0.35555556
63, 0.3590909
64, 0.53499997
65, 0.45416665
66, 0.29166666
67, 0.47727272
68, 0.46875003
69, 0.425
70, 0.4653846
71, 0.45
72, 0.35000005
73, 0.45625
74, 0.53571427
75, 0.467647
76, 0.49090907
77, 0.41249993
78, 0.41249993
79, 0.5071428
80, 0.51153845
81, 0.45625
82, 0.515
83, 0.51
84, 0.52
85, 0.640909
86, 0.47727272
87, 0.54999995
88, 0.51153845
89, 0.49166664
90, 0.44444445
91, 0.59166664
92, 0.375
93, 0.375
94, 0.49090907
95, 0.52272725
96, 0.38666666
97, 0.44285718
98, 0.5230769
99, 0.6444444
